TotalCharges,MonthlyCharges,SeniorCitizen,tenure,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
145.0,19.75,0,8,0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,1
403.15,19.5,0,20,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
1993.2,61.25,0,34,0,1,1,0,1,0,2,0,2,2,2,2,1,0,3,0
3734.25,99.55,1,38,0,0,0,1,2,1,0,0,0,2,2,2,0,1,2,1
2564.3,78.3,0,34,1,1,1,1,0,1,0,0,0,0,2,0,0,0,2,1
1816.75,84.75,0,22,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,0
142.35,70.65,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
1115.6,19.9,0,57,0,1,0,1,0,2,1,1,1,1,1,1,2,0,0,0
2511.95,70.7,0,36,0,0,0,1,2,0,0,2,0,2,0,2,1,1,3,0
1415.55,100.55,0,14,1,0,0,1,2,1,0,2,0,0,2,2,0,1,2,1
450.8,70.75,0,7,0,0,0,1,0,0,0,0,0,2,2,2,0,1,1,1
1752.65,69.5,1,25,0,1,0,1,2,0,2,0,0,2,2,0,0,1,1,0
1416.5,19.6,0,71,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,0
1540.35,69.8,0,20,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1261.35,74.45,1,16,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0
53.5,53.5,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,3,1
251.6,25.7,0,10,1,0,0,1,2,2,1,1,1,1,1,1,2,0,0,0
1403.1,20.55,0,69,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0
3384.0,77.95,0,42,0,1,1,1,0,1,0,0,0,0,2,0,0,1,1,1
1638.7,26.0,0,62,0,0,1,1,2,2,1,1,1,1,1,1,2,0,0,0
7213.75,99.2,1,71,0,1,0,1,0,1,0,2,2,0,2,2,2,1,2,0
4759.75,65.3,0,70,0,1,0,1,2,0,2,0,2,2,0,0,2,0,1,1
440.2,25.65,0,17,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
4456.65,95.95,0,45,1,1,1,1,2,1,0,2,2,0,0,2,0,1,0,0
5012.1,71.0,1,71,1,1,0,1,0,0,2,2,0,2,2,0,1,1,0,0
353.65,20.15,0,17,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
1171.5,25.05,0,48,0,0,0,1,2,2,1,1,1,1,1,1,1,0,1,0
7726.35,108.65,0,72,0,1,1,1,0,1,2,2,2,2,2,2,2,1,0,0
20.15,20.15,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,1
383.65,18.7,0,25,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,0
1221.65,69.8,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0
6322.1,90.65,0,69,1,0,0,1,2,0,2,2,2,2,2,2,2,0,3,0
232.55,49.4,0,5,0,1,1,1,0,0,2,0,0,0,0,0,0,1,3,0
216.2,19.7,0,11,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,0
4017.45,61.15,0,66,0,0,0,1,0,0,2,2,2,0,0,0,2,1,0,0
720.05,20.85,0,36,1,1,0,1,0,2,1,1,1,1,1,1,1,0,0,0
487.05,89.25,0,6,0,0,0,1,0,1,0,0,2,2,0,2,0,1,2,0
125.0,19.6,0,8,1,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0
4242.35,80.0,0,51,1,0,0,1,2,1,0,0,2,0,0,0,0,0,1,1
105.6,45.85,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
84.2,18.85,0,4,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0
2610.65,50.95,0,52,0,1,1,1,0,0,0,0,2,0,0,0,1,1,0,0
2809.05,108.9,0,25,0,0,0,1,2,1,0,2,2,2,2,2,2,0,2,0
3930.55,101.6,0,41,0,1,1,1,2,1,2,2,2,0,0,2,1,1,0,0
165.4,74.7,1,2,1,0,0,1,0,1,0,2,0,0,0,0,0,1,2,1
5038.45,100.2,0,50,0,0,0,1,0,1,0,2,0,2,2,2,2,1,3,0
69.9,69.9,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
629.35,28.5,0,21,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2,0
5038.15,99.0,0,51,1,0,0,1,0,1,0,2,2,0,2,2,0,1,2,0
203.95,24.4,0,8,1,1,1,1,2,2,1,1,1,1,1,1,1,0,3,0
2320.8,82.85,0,28,0,1,1,1,0,1,2,0,0,0,0,2,1,1,0,0
1013.35,75.1,1,14,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,0
3973.2,88.15,0,44,0,0,0,1,0,1,0,2,2,0,2,0,0,1,1,0
967.9,19.6,1,51,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,0
371.6,71.45,1,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0
1790.15,25.15,0,70,1,1,1,1,2,2,1,1,1,1,1,1,2,0,1,0
2633.95,55.35,0,49,1,1,0,1,2,0,2,0,0,0,0,0,1,1,2,0
7611.55,105.5,0,72,1,1,1,1,0,1,2,2,0,2,2,2,2,0,0,0
50.6,19.4,0,2,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
201.7,19.05,0,8,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
157.75,71.3,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
4483.95,100.3,0,45,0,0,0,1,0,1,2,2,0,0,2,2,1,1,2,0
35.9,35.9,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1
1861.1,56.85,0,35,0,1,0,1,0,0,0,2,0,2,0,0,0,0,2,0
452.8,54.8,0,9,1,1,1,1,0,0,0,2,0,2,0,0,0,0,3,0
197.7,95.85,0,2,1,0,0,1,0,1,0,0,2,0,2,2,0,1,2,1
91.7,91.7,0,1,0,0,0,1,0,1,0,2,0,2,2,0,0,0,2,1
2564.95,44.85,0,56,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,0
1677.85,40.35,0,41,0,0,0,0,1,0,0,2,0,0,0,2,0,1,2,0
422.4,94.75,1,4,1,0,0,1,0,1,0,0,2,0,2,2,0,1,2,0
811.65,94.05,0,9,1,0,0,1,0,1,0,0,2,0,2,2,0,1,2,0
86.35,24.6,0,3,0,0,0,1,2,2,1,1,1,1,1,1,0,0,3,0
3865.45,75.4,0,52,1,1,0,1,0,0,2,2,0,0,2,2,1,1,3,0
82.15,30.4,0,3,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0
518.75,94.05,0,6,0,1,1,1,2,1,0,2,2,0,2,0,0,1,3,0
6859.05,94.8,0,70,0,1,0,1,2,0,2,2,2,2,2,2,2,1,1,0
685.55,64.9,0,10,0,0,0,1,0,0,0,2,0,2,0,2,1,0,3,0
5632.55,86.55,0,64,1,0,0,1,2,0,0,2,2,2,2,2,2,0,1,0
75.7,75.7,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,1
4473.0,87.35,0,51,1,0,0,1,2,1,0,2,2,2,0,0,0,1,2,0
1079.65,19.55,0,58,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0
3131.8,55.7,0,55,0,1,1,1,0,0,2,2,0,0,0,0,0,0,2,0
5645.8,104.1,0,54,0,1,1,1,2,1,2,2,0,0,2,2,0,1,0,0
3009.5,64.2,0,46,0,1,0,1,0,0,0,2,0,2,2,0,2,1,1,0
2511.55,62.05,0,40,1,0,0,0,1,0,2,2,2,0,2,2,1,0,1,0
4026.4,105.0,0,38,0,1,0,1,2,1,0,0,2,2,2,2,0,1,2,1
851.2,19.6,0,46,1,1,0,1,0,2,1,1,1,1,1,1,0,0,2,0
2698.35,89.2,0,29,1,1,1,1,2,1,0,0,2,0,0,2,0,1,2,1
20.75,20.75,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0
7008.15,115.1,0,61,0,1,1,1,2,1,2,2,2,2,2,2,2,0,1,0
262.3,51.35,0,5,1,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0
3361.05,103.75,0,33,0,1,0,1,0,1,2,0,2,2,2,2,1,1,2,1
854.9,20.4,0,40,1,0,1,1,0,2,1,1,1,1,1,1,1,1,0,0
6448.85,89.55,1,72,0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,0
161.5,89.5,1,2,0,0,0,1,2,1,0,2,0,0,0,2,0,0,2,1
143.65,79.0,0,2,1,0,0,1,0,1,0,0,0,0,2,0,0,0,2,1
806.95,19.75,0,41,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,0
1234.6,24.75,0,51,1,0,0,1,2,2,1,1,1,1,1,1,2,0,3,0
19.4,19.4,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0
2806.9,89.9,0,31,0,0,0,1,2,1,0,0,2,0,0,2,0,1,2,1
649.65,86.55,0,8,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,1
2970.3,59.6,0,49,1,1,1,1,0,0,2,2,0,2,0,0,0,0,1,0
5445.95,78.35,0,70,1,1,1,1,2,0,2,2,2,2,0,2,1,0,0,0
4523.25,64.95,0,70,1,1,0,1,0,0,2,2,2,2,0,0,2,0,1,0
3021.6,84.1,1,36,1,1,0,1,2,1,0,0,0,0,0,2,0,1,2,1
3190.25,96.35,1,34,0,0,0,1,2,1,0,2,0,2,2,0,0,1,2,0
166.3,75.55,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
260.9,79.9,1,3,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,1
3954.1,91.65,0,43,0,0,0,1,0,1,0,2,2,0,2,0,0,1,2,0
113.1,62.15,0,2,0,1,0,1,0,0,2,0,0,0,0,2,0,1,3,0
73.05,20.7,0,4,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
3213.75,81.4,0,39,1,0,0,1,2,1,0,2,0,0,0,0,1,0,1,0
176.2,44.8,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1035.7,20.5,0,54,0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,0
3358.65,90.6,0,37,1,0,0,1,2,0,2,2,2,2,2,2,1,1,0,0
6311.2,99.65,0,63,0,1,1,1,2,1,2,0,0,0,2,2,1,1,1,0
5124.55,109.55,0,47,1,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1
6316.2,85.15,0,72,1,1,0,1,2,0,0,2,2,2,2,2,2,1,0,0
2433.9,104.25,1,24,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1
1398.6,64.4,0,20,1,0,0,1,0,0,2,0,2,0,0,2,0,0,1,0
2165.05,89.85,0,24,1,0,0,1,2,1,0,0,2,0,2,0,0,1,3,1
5624.85,105.05,0,52,0,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1
2966.95,55.45,1,54,1,0,0,0,1,0,0,2,2,0,2,2,1,1,2,0
5515.8,79.6,0,68,0,1,0,1,0,0,2,2,0,2,2,2,2,1,0,0
4931.8,90.05,1,54,1,0,0,1,2,1,0,2,0,0,0,2,0,1,2,0
7234.8,105.1,0,69,0,1,1,1,2,1,2,2,2,2,2,0,1,1,1,0
4188.4,103.75,1,40,0,0,0,1,2,1,0,0,2,2,2,2,1,1,1,0
5471.75,95.65,1,56,0,1,0,1,2,1,2,2,2,2,0,0,1,0,2,0
762.25,50.15,0,16,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,1
1672.1,106.65,0,17,1,0,0,1,2,1,2,2,2,2,2,0,0,1,0,0
477.05,69.45,0,7,0,1,1,1,0,0,2,2,2,0,2,0,1,0,2,0
98.35,20.2,0,6,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,0
4868.4,74.0,0,67,0,1,1,1,2,0,2,2,0,2,2,0,2,0,1,0
6688.1,102.1,1,64,1,0,0,1,2,1,0,0,2,2,2,2,1,0,2,0
1595.5,24.9,0,64,0,1,1,1,2,2,1,1,1,1,1,1,1,0,3,0
215.8,74.4,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1
3013.05,79.45,0,38,1,1,0,1,0,1,2,2,0,0,0,0,0,1,2,1
6428.4,106.6,0,61,0,0,0,1,2,1,0,0,2,2,2,2,2,1,2,1
2011.4,50.75,0,39,0,0,0,0,1,0,0,0,2,0,2,2,0,1,2,1
250.8,20.45,0,11,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,0
4674.55,74.5,0,63,1,1,1,1,0,0,2,2,2,2,2,0,2,0,1,0
4664.15,67.95,0,70,1,1,0,1,0,0,2,2,0,2,0,2,2,0,3,0
2072.75,88.95,0,24,0,0,0,1,2,1,0,0,2,0,2,0,0,1,1,0
1490.95,78.25,0,19,1,0,0,1,0,1,0,2,2,0,0,0,0,1,2,1
6300.85,85.45,0,71,1,1,1,1,2,0,2,0,2,2,2,2,1,0,2,0
20.4,20.4,0,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0
248.4,89.85,0,3,1,1,1,1,0,1,2,2,0,0,2,0,0,0,2,0
5430.65,74.55,0,72,0,1,1,1,2,0,2,2,0,2,2,0,2,0,3,0
683.25,20.95,0,31,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
70.65,70.65,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,1
5776.45,82.85,0,68,1,1,1,1,0,0,2,2,0,2,2,2,2,0,0,0
2780.6,56.3,0,49,0,1,0,0,1,0,0,2,0,2,2,2,1,1,1,0
93.7,44.7,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
2751.0,43.85,1,64,0,0,0,0,1,0,0,2,0,2,2,0,0,1,2,0
1237.65,19.25,0,63,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,0
2076.2,49.05,0,43,0,0,0,0,1,0,0,0,2,0,2,2,0,1,0,1
1123.15,20.75,0,57,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
1400.55,55.65,0,24,1,0,0,1,2,0,2,0,0,0,0,0,0,1,0,1
446.1,35.1,0,13,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,1
565.35,50.55,0,11,0,1,1,0,1,0,2,0,0,0,2,2,0,0,2,0
1378.25,84.95,0,16,0,1,0,1,2,1,0,0,0,0,2,0,0,1,2,1
2845.15,90.7,1,31,1,0,0,1,2,1,0,2,0,0,2,0,0,1,2,0
318.6,107.95,0,3,1,0,0,1,0,1,0,2,2,2,2,2,0,1,2,0
1636.95,55.35,0,29,1,1,1,0,1,0,2,2,2,2,0,2,1,1,1,0
2186.4,99.25,0,23,1,1,0,1,2,1,2,2,2,0,2,0,0,1,2,1
3460.3,78.8,0,43,0,1,0,1,0,0,2,0,2,2,2,2,2,1,2,0
4639.45,81.25,0,59,0,1,0,1,0,1,2,0,2,0,0,0,1,1,1,0
938.95,20.35,0,50,1,1,1,1,0,2,1,1,1,1,1,1,1,1,3,0
668.85,50.2,0,14,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0
606.25,75.75,1,8,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
6330.4,99.7,0,63,1,1,0,1,0,1,2,0,2,0,2,2,2,0,1,0
340.85,81.0,0,4,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,1
754.65,85.35,0,9,0,1,1,1,2,1,0,0,0,0,2,0,0,1,0,1
923.1,20.05,0,49,0,1,0,1,0,2,1,1,1,1,1,1,1,1,0,0
1151.05,36.25,0,32,1,1,1,0,1,0,0,0,2,2,0,0,1,1,3,0
59.05,30.9,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,1
6954.15,95.9,0,72,0,1,1,1,2,1,2,2,0,0,2,0,2,1,0,0
7472.15,105.7,0,71,1,1,0,1,2,1,0,2,2,0,2,2,1,1,0,0
146.3,19.5,0,6,0,1,0,1,0,2,1,1,1,1,1,1,0,0,0,1
3357.9,61.1,0,53,1,0,0,1,0,0,0,0,2,0,0,2,1,1,2,0
1193.05,55.15,0,22,1,0,0,1,0,0,0,2,0,2,0,0,1,1,1,1
4236.6,90.95,0,46,0,1,1,1,0,1,0,0,2,2,0,2,1,0,0,0
939.8,49.6,0,20,1,1,1,1,0,0,0,0,2,0,0,0,0,1,2,0
3320.75,79.85,0,41,0,0,0,1,0,0,2,0,2,2,2,2,1,1,0,0
145.15,69.65,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1
1345.85,25.75,0,52,1,1,1,1,2,2,1,1,1,1,1,1,2,0,3,0
2933.95,45.25,0,65,0,0,1,0,1,0,0,2,0,2,2,0,2,0,3,0
24.9,24.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
2066.0,51.05,0,39,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0
760.05,70.2,0,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0
890.35,20.25,0,46,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0
20.2,20.2,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,1
740.8,66.35,0,11,0,1,1,1,2,0,0,0,0,2,0,2,0,1,2,1
20.4,20.4,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
6632.75,92.0,0,72,1,0,0,1,2,0,2,2,2,2,2,2,2,0,0,0
2877.05,68.6,0,41,0,0,0,1,2,0,0,0,2,2,0,2,1,1,2,0
1476.25,24.8,0,62,1,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0
1032.0,36.5,1,27,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1
50.45,50.45,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,3,1
257.0,19.95,0,13,1,0,0,1,0,2,1,1,1,1,1,1,1,1,3,0
2227.8,76.05,0,31,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0
1195.25,24.9,0,50,1,0,0,1,2,2,1,1,1,1,1,1,2,0,0,0
8240.85,110.9,0,72,1,1,0,1,2,1,2,0,2,2,2,2,2,1,1,0
35.55,35.55,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,1
4759.55,74.35,0,64,0,1,0,1,0,0,2,2,2,2,0,2,2,1,3,0
54.35,54.35,0,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,2,1
301.55,19.7,0,16,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
174.2,64.6,0,3,0,0,0,1,2,0,0,0,0,2,2,0,0,0,2,0
5206.55,96.75,1,53,0,0,0,1,0,1,2,2,0,2,0,2,1,1,3,0
291.45,56.15,0,5,1,0,0,1,0,0,0,0,2,2,0,0,0,0,2,0
3597.5,78.8,0,45,1,1,0,1,0,0,2,2,2,0,2,2,1,0,0,0
1938.9,89.75,1,22,1,1,0,1,0,1,0,0,0,0,2,2,0,1,0,0
85.5,45.25,0,2,0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,1
1131.2,99.55,1,11,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1
1893.95,75.5,1,27,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,1
3949.15,101.25,1,39,0,1,0,1,2,1,0,0,0,2,2,2,0,1,2,0
772.4,19.3,0,41,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0
3008.55,48.7,0,62,0,1,1,0,1,0,2,2,0,2,2,0,2,0,0,0
1621.35,30.4,0,54,1,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0
1888.45,64.5,0,30,1,0,0,1,2,0,2,0,0,0,0,2,0,1,3,0
1060.2,100.6,0,10,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1
253.0,64.4,0,4,0,0,0,1,2,0,0,0,0,2,2,0,0,1,3,0
20.25,20.25,0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,0
5953.0,109.6,0,56,0,1,1,1,2,1,2,0,2,2,2,2,0,1,3,0
1654.75,25.75,0,65,1,0,0,1,2,2,1,1,1,1,1,1,2,0,3,0
2754.45,101.25,1,27,0,1,0,1,0,1,2,0,2,0,2,2,0,1,2,1
91.3,91.3,1,1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1
371.4,43.35,1,8,1,1,0,0,1,0,0,2,2,0,0,2,0,1,3,0
723.35,65.15,0,11,1,1,1,1,2,0,2,0,0,0,2,0,0,1,0,0
688.65,72.85,1,10,1,0,0,1,0,1,0,2,0,0,0,0,0,1,2,1
70.7,70.7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0
2680.15,75.55,0,36,0,0,0,1,0,0,2,2,2,2,0,2,1,1,3,0
5997.1,84.3,0,72,1,0,0,1,2,0,2,0,2,2,2,2,2,0,1,0
5082.8,106.1,0,48,1,0,0,1,2,1,0,2,2,0,2,2,1,1,1,1
836.35,49.8,0,17,1,1,0,0,1,0,0,2,0,0,2,2,0,1,3,0
1493.75,21.0,0,72,1,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0
44.4,44.4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
805.1,30.75,1,27,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,1
1170.55,19.6,0,57,1,0,1,1,0,2,1,1,1,1,1,1,2,1,3,0
73.6,73.6,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,1,3,1
74.95,74.95,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
1612.75,90.1,0,18,0,0,0,1,2,1,0,0,0,2,0,2,0,1,2,1
4732.35,64.8,1,72,1,1,1,0,1,0,2,2,2,2,2,2,2,1,0,0
7953.25,113.15,0,71,1,1,0,1,2,1,0,2,2,2,2,2,1,1,0,0
4113.7,83.4,1,50,0,0,0,1,2,1,2,2,0,0,0,0,0,1,2,0
1248.9,80.55,0,16,1,0,0,1,2,1,0,2,0,0,0,0,0,1,3,0
4758.8,66.85,0,72,0,1,1,1,2,0,2,0,2,2,0,0,2,0,0,0
235.0,69.15,0,3,0,1,1,1,2,0,0,2,2,0,2,0,0,1,0,0
5749.8,100.4,1,58,0,1,0,1,2,1,0,0,0,2,2,2,0,1,0,0
1149.65,20.0,0,54,1,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0
20.3,20.3,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0
1334.0,24.9,0,56,1,0,0,1,2,2,1,1,1,1,1,1,1,0,2,1
1882.8,59.05,0,31,1,1,0,1,2,0,0,0,0,0,2,0,0,1,1,0
1155.6,76.5,0,15,0,1,1,1,0,0,0,2,2,2,2,2,0,0,0,0
2841.55,76.25,1,37,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
343.45,44.55,0,8,1,0,1,0,1,0,2,0,0,2,0,2,2,1,3,0
3409.1,63.35,0,54,1,1,1,1,2,0,0,0,2,0,0,2,2,0,1,0
340.4,55.0,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0
581.85,20.6,0,27,1,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0
265.3,19.55,0,13,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
265.75,19.75,0,13,1,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0
4449.75,84.6,0,53,0,0,1,1,2,0,0,2,2,2,2,2,1,1,2,0
20.25,20.25,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0
4122.9,92.95,0,44,1,1,1,1,0,1,0,0,2,0,2,2,0,1,0,0
267.6,79.25,0,3,1,0,0,1,0,1,0,0,0,0,2,0,0,0,2,1
2076.05,54.5,0,38,0,1,1,1,0,0,2,2,0,0,0,0,0,0,2,0
970.4,38.1,0,25,1,1,0,0,1,0,0,0,2,0,2,0,1,1,1,0
1841.9,45.2,0,41,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
545.2,105.3,0,6,0,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1
151.75,79.55,0,2,0,0,0,1,2,1,0,2,0,0,0,0,0,0,2,0
583.45,80.45,1,8,1,1,1,1,0,1,0,0,0,0,2,0,0,1,1,1
6479.4,103.5,1,63,0,1,0,1,2,1,0,2,2,0,2,2,0,1,2,0
894.3,24.95,0,34,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,0
2688.85,55.65,0,46,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0
20.0,20.0,0,1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0
2796.35,39.9,0,68,1,0,0,0,1,0,0,0,2,0,0,2,0,1,0,0
5360.75,74.4,1,72,1,1,0,1,0,0,2,2,2,2,2,0,2,0,0,0
1743.5,104.2,0,17,0,1,1,1,2,1,2,0,2,0,2,2,0,1,2,1
2003.6,60.85,0,34,0,1,0,1,2,0,2,0,0,2,0,0,0,1,0,0
662.95,60.25,1,11,1,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0
95.45,95.45,0,1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1
3413.25,90.7,1,39,1,0,0,1,2,1,0,2,0,0,0,2,0,0,2,0
7372.65,103.4,0,72,1,1,1,1,2,1,0,2,2,0,2,2,2,1,2,1
350.35,50.7,0,7,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,0
3956.7,101.15,0,38,1,1,1,1,2,1,0,0,2,0,2,2,0,1,1,0
5711.05,84.7,0,68,0,1,0,1,2,1,2,2,0,0,0,0,2,1,0,0
3990.6,98.05,0,41,0,0,0,1,2,1,0,0,2,0,2,2,0,0,0,0
1272.05,19.75,0,57,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0
280.85,73.9,0,4,1,0,0,1,0,1,0,0,2,0,0,0,0,1,2,1
7181.25,99.65,1,71,0,0,0,1,2,1,2,2,0,2,2,0,1,1,1,0
1070.15,25.1,0,43,0,0,1,1,2,2,1,1,1,1,1,1,2,1,2,0
7848.5,106.1,0,72,1,1,1,1,2,1,2,0,2,0,2,2,1,1,0,0
7550.3,102.65,1,72,1,1,0,1,2,1,2,2,2,0,0,2,2,1,1,0
936.85,20.1,0,46,1,1,1,1,0,2,1,1,1,1,1,1,2,1,3,0
6688.95,93.25,0,72,0,1,1,1,2,0,2,2,2,2,2,2,2,1,0,0
1215.6,94.1,0,13,0,1,0,1,2,1,0,2,2,0,2,0,0,0,2,1
2745.2,95.9,1,29,1,1,0,1,2,1,0,2,2,0,0,2,0,1,2,1
194.55,80.15,0,2,0,1,0,1,0,1,2,0,0,2,0,0,0,1,2,0
4025.6,75.5,0,50,1,1,1,1,0,0,2,0,0,2,2,2,1,0,2,0
4520.15,93.65,0,49,1,1,1,1,2,1,0,2,2,0,2,0,1,1,2,0
6252.7,109.4,0,57,0,1,0,1,2,1,0,2,2,2,2,2,1,1,0,0
78.3,19.75,0,4,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
3196.0,53.75,0,57,1,0,0,0,1,0,2,0,2,0,2,2,0,1,2,0
1049.6,19.85,0,53,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,0
7195.35,105.55,1,70,0,1,0,1,2,1,0,2,0,2,2,2,1,1,0,0
2398.4,49.8,1,49,1,1,0,1,0,0,0,2,0,0,0,0,2,0,3,0
6049.5,114.65,0,54,0,1,0,1,2,1,2,2,2,2,2,2,1,1,3,0
4664.2,95.65,0,46,0,0,0,1,0,1,2,2,2,0,2,0,1,1,1,0
797.1,23.3,0,35,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,0
2107.15,85.95,0,24,1,0,0,1,0,1,0,2,2,2,0,0,0,1,2,0
