Actual,Predicted_Class,Predicted_Probability
0,0,0.014723833
1,0,0.013421718
0,0,0.00062706345
0,0,0.013027932
0,0,0.20055838
0,0,0.014200728
0,0,0.059827246
0,1,0.7289835
0,0,0.0010670236
0,0,0.22255749
1,0,0.43070737
0,0,0.07439743
0,0,0.0015577711
0,0,0.083148226
1,0,0.33450747
1,1,0.7876963
0,0,0.06022955
0,0,0.15463004
0,0,0.089243986
1,1,0.8204483
0,0,0.00083260966
1,1,0.9851458
1,0,0.0029004826
0,0,0.00990249
0,0,0.0512048
0,0,0.5022823
1,1,0.72512907
0,0,0.060717575
1,1,0.8463544
0,0,0.26373592
1,1,0.8531221
0,0,0.0039608516
0,0,0.001109863
0,0,0.31101447
0,1,0.8079437
0,0,0.000343672
0,1,0.28830647
0,0,0.0005448221
0,0,0.001894329
1,1,0.9326911
0,0,0.596784
0,1,0.3955363
1,0,0.005364113
0,0,0.0010300208
0,0,0.0067249634
0,1,0.95593303
0,0,0.045614343
0,0,0.061410706
1,1,0.6608713
0,0,0.25020403
0,0,0.005495924
1,0,0.15094136
0,1,0.50210917
0,0,0.13280407
0,1,0.7686538
0,0,0.418906
0,0,0.0033073921
0,0,0.023660516
0,1,0.20830666
0,0,0.0035882315
1,0,0.3762801
1,1,0.28029275
0,0,0.0013143483
0,0,0.31037465
1,1,0.8149026
0,0,0.0025464867
0,1,0.73347276
0,1,0.46713933
1,1,0.84418136
0,0,0.15775628
0,0,0.00095698383
1,1,0.97200745
1,1,0.28923845
0,0,0.0030066448
0,0,0.16273332
0,1,0.24561013
0,0,0.05144822
0,0,0.08934261
0,0,0.0017084837
0,0,0.10231893
0,0,0.026779618
0,0,0.010005387
0,0,0.5704335
1,1,0.69091856
0,0,0.0014593981
1,0,0.027211983
1,0,0.20529306
1,0,0.001543988
0,0,0.018478103
0,0,0.12378552
0,1,0.08514444
0,0,0.012097872
1,1,0.5666892
0,0,0.022483515
0,0,0.044429205
0,0,0.2857534
1,1,0.20473479
0,0,0.009280492
0,0,0.016935874
0,0,0.05333089
1,1,0.9307059
0,0,0.00015981696
1,1,0.9115891
1,1,0.6328793
1,0,0.25583154
0,0,0.65180796
0,0,0.00050513435
0,1,0.96970874
0,0,0.008752219
0,0,0.0002388453
0,0,0.39228177
0,0,0.0029153868
0,0,0.14319824
1,1,0.9299567
0,0,0.030023262
0,1,0.6967146
0,0,0.00269344
0,0,0.03254143
0,0,0.02065948
0,0,0.0016023299
1,1,0.6831892
0,0,0.00045292295
1,1,0.7713661
0,1,0.8302972
0,0,0.0077451156
0,0,0.0003871051
0,0,0.012550475
1,0,0.7744589
0,0,0.00036774922
0,1,0.9409972
0,0,0.083412625
0,0,0.0030611083
1,1,0.118514955
0,0,0.22386435
0,0,0.0050815893
0,1,0.61418056
0,0,0.050109245
1,1,0.88327205
0,0,0.40226802
0,0,0.0051030903
1,1,0.32003626
0,1,0.8930253
0,0,0.00093190494
0,0,0.0053609996
1,1,0.8010278
0,1,0.8968368
0,0,0.025108503
0,0,0.24669603
0,0,0.538832
0,0,0.0009161958
1,1,0.6236865
0,0,0.2284639
0,0,0.0036718792
0,0,0.0031169087
1,0,0.06507435
1,1,0.9016129
0,0,0.021202309
0,0,0.00030944447
0,0,0.12267607
1,0,0.013397008
0,0,0.011232374
0,0,0.44956076
0,0,0.5008879
0,0,0.7671043
0,0,0.059421323
0,0,0.0007711143
1,1,0.80187917
0,1,0.6699544
0,0,0.039678656
0,0,0.0011196422
0,1,0.11211526
1,1,0.7079804
0,0,0.006093743
0,0,0.0128831025
0,0,0.0499834
1,1,0.5239898
0,0,0.006802681
0,0,0.00042469974
0,0,0.04508614
1,1,0.35345888
0,0,0.0023800612
1,1,0.88360506
1,0,0.01263871
0,0,0.0015070898
0,0,0.5352117
0,1,0.1868121
0,0,0.0012933379
0,0,0.027723188
0,0,0.3437305
1,1,0.84344363
0,0,0.1974682
0,0,0.014160839
0,1,0.4726641
0,0,0.06039977
1,1,0.6638643
0,1,0.9223354
0,0,0.576452
1,1,0.48602998
0,0,0.029869294
0,0,0.005279037
1,0,0.07656171
0,0,0.19916482
0,1,0.9574059
1,1,0.72697854
0,0,0.4035066
1,1,0.5716941
0,0,0.21421133
1,1,0.9830472
0,0,0.00016338399
0,0,0.2698512
0,0,0.0027338162
1,1,0.59817564
0,1,0.26483542
0,0,0.22184202
0,0,0.5160929
0,0,0.07208236
0,0,0.0124317445
0,0,0.00036754642
0,0,0.015227406
1,1,0.55565006
0,0,0.32817
0,0,0.764907
1,1,0.09402338
0,1,0.30372107
1,1,0.14111754
0,0,0.011444451
0,0,0.05701478
1,0,0.89213026
1,1,0.9168097
0,0,0.020169836
1,0,0.13412908
0,1,0.2618957
0,0,0.14374793
0,0,0.26437995
0,0,0.008081344
0,0,0.05016572
0,0,0.002851692
0,1,0.66737735
0,0,0.012644943
0,0,0.021103377
1,1,0.9884821
0,1,0.20382962
0,0,0.0019898196
1,0,0.5683887
0,0,0.016815325
0,1,0.78489184
0,1,0.6866944
0,0,0.7414869
1,1,0.56080896
1,0,0.381352
0,0,0.0006431782
0,0,0.32642895
1,1,0.8142502
0,1,0.9290944
0,0,0.0337701
0,0,0.09670781
0,0,0.0014371236
0,0,0.017436601
1,1,0.93258214
0,0,0.1703834
0,1,0.5635114
1,1,0.7641994
0,0,0.07662759
0,0,0.0745603
1,1,0.70151055
0,0,0.11202971
0,0,0.012962312
0,0,0.13178071
1,0,0.05430849
1,1,0.88500607
0,0,0.00038336322
1,1,0.17326549
0,0,0.0014511979
0,0,0.6240736
0,0,0.14334059
1,0,0.28522012
0,1,0.31997433
0,0,0.008726085
1,0,0.55094445
1,1,0.64140403
0,0,0.14847167
0,0,0.002391484
0,0,0.0033161636
0,0,0.050686006
0,1,0.6601121
0,0,0.13178399
0,0,0.010253697
1,1,0.5462816
0,0,0.004103246
0,0,0.006860697
1,1,0.95413643
0,1,0.6792439
0,0,0.055470537
0,1,0.22490017
0,0,0.39858967
0,0,0.005869555
0,0,0.0007447167
0,0,0.00046357868
0,0,0.003908026
1,1,0.9879417
1,1,0.81638104
0,0,0.0009070889
0,1,0.80032986
1,0,0.08435251
0,1,0.8423672
0,0,0.058309868
0,0,0.0014047734
1,1,0.9495004
1,1,0.4352256
1,0,0.020213796
0,0,0.03287073
0,0,0.001230547
1,1,0.38240552
0,0,0.00041241696
0,0,0.2853748
0,1,0.55725425
0,0,0.0010391141
0,0,0.12642536
0,0,0.1009046
0,0,0.054737464
0,0,0.01593772
1,0,0.16321714
1,0,0.2599323
1,0,0.019798879
0,0,0.004500033
1,1,0.9386356
0,0,0.18953444
0,0,0.00016741137
0,0,0.10362696
0,0,0.3251861
0,1,0.23033492
0,0,0.0074567706
0,0,0.0030919372
0,0,0.014189338
0,0,0.0029544313
0,1,0.3361306
0,0,0.0024588678
1,1,0.88793993
0,0,0.0022231087
0,0,0.00049959385
1,1,0.15760472
0,0,0.051355567
0,1,0.76443607
0,0,0.06356193
0,0,0.024532402
1,1,0.9666013
0,1,0.83537686
0,0,0.01342377
0,1,0.62446654
0,1,0.9146081
1,1,0.39273074
0,0,0.0028383606
0,0,9.80074e-05
0,1,0.3531543
0,0,0.44739592
1,1,0.16671172
0,0,0.007504921
0,0,0.07930367
0,1,0.6868121
1,0,0.0036971434
0,1,0.92372674
0,1,0.48693
1,1,0.68299913
0,0,0.0013574408
0,0,0.048348892
0,0,0.011715612
0,0,0.53329784
0,0,0.002849694
0,0,0.0018029244
1,0,0.67899334
0,0,0.0021281454
0,1,0.4183962
0,0,0.002390215
0,0,0.08003147
0,0,0.101853505
1,1,0.8081397
0,0,0.00044203282
0,0,0.0020812924
1,1,0.70936835
0,1,0.7786855
0,0,0.1219364
0,1,0.74335754
0,1,0.68362606
0,1,0.7766697
0,0,0.009092204
1,1,0.92141485
0,0,0.0057926183
0,1,0.7639362
0,0,0.0024000371
0,0,0.0040955315
0,0,0.16412064
0,0,0.03167116
0,0,0.28526017
0,0,0.0011098777
1,0,0.18686026
0,0,0.24438092
0,1,0.80149555
0,0,0.014862511
0,1,0.8120241
0,1,0.8875356
0,1,0.119914524
0,0,0.0073184613
0,0,0.02288045
0,0,0.0057888133
1,0,0.36451828
0,0,0.0070286286
1,0,0.2513364
0,0,0.048349366
0,0,0.1992528
0,1,0.8996377
0,0,0.04746916
0,0,0.0113864485
0,0,0.016499577
0,1,0.6697062
0,0,0.0009525883
0,0,0.5028118
1,1,0.85464483
1,1,0.94954854
0,0,0.00069666636
0,0,0.24652138
0,0,0.06914908
0,0,0.038515754
0,0,0.077489324
1,0,0.15539481
0,0,0.25482884
0,0,0.0009503347
0,0,0.0005813969
0,0,0.22625886
0,1,0.6281101
0,0,0.08799182
0,0,0.003376434
1,1,0.90497786
1,1,0.413179
0,0,0.16763051
1,1,0.9732748
0,0,0.03361177
0,1,0.40006936
0,0,0.14264624
0,0,0.105767146
0,1,0.23555055
1,1,0.40323332
0,1,0.9233854
1,0,0.08437148
0,1,0.8390166
0,0,0.0013139171
0,0,0.6403318
1,1,0.6140035
0,0,0.0003428771
0,0,0.18188296
0,0,0.0011510333
0,1,0.55927795
0,0,0.004216715
0,0,0.20041363
0,0,0.025100922
0,0,0.14197706
0,0,0.011748453
1,1,0.81994355
0,1,0.82498693
0,1,0.5247789
0,0,0.007478889
0,0,0.24812534
0,0,0.0015917821
0,0,0.0031524654
0,0,0.24181601
0,0,0.044938292
0,1,0.46737504
0,1,0.35699618
0,0,0.67079014
1,0,0.70260364
0,0,0.084349126
0,0,0.09912209
0,0,0.029168265
0,1,0.26035908
0,1,0.49803412
0,0,0.049526684
1,1,0.4273182
0,0,0.13360566
0,0,0.0003475651
0,0,0.0006642694
0,0,0.12306444
0,1,0.8315776
0,0,0.5373219
0,0,0.004091669
1,1,0.12780477
1,1,0.10319972
0,0,0.08286691
0,0,0.00024901188
0,0,0.031109506
0,0,0.028402027
1,0,0.21922056
1,0,0.0018117436
0,0,0.0006179064
0,0,0.029498119
0,0,0.0015338967
0,0,0.19811198
0,0,0.09144812
0,1,0.83985394
0,1,0.78574383
0,0,0.1405796
0,0,0.048421226
0,0,0.004471361
1,0,0.9053585
0,0,0.061008528
0,0,0.027302748
0,0,0.094186485
0,1,0.9213148
0,1,0.78574383
0,1,0.87937236
1,1,0.260692
0,0,0.12457629
0,0,0.923129
0,0,0.0049918243
0,0,0.006291941
0,0,0.009852405
0,0,0.1570586
0,0,0.04030947
0,0,0.23832941
0,0,0.0005186981
1,1,0.7153782
0,0,0.12306021
1,1,0.71572554
1,1,0.5808705
0,0,0.007161012
0,0,0.0010307364
0,0,0.27291027
0,0,0.23212285
0,0,0.0017432949
1,1,0.82027686
0,0,0.45910215
1,0,0.2150529
1,0,0.33401603
0,0,0.044593453
0,0,0.0024557891
1,0,0.17588526
0,0,0.34511057
0,1,0.84176725
0,0,0.13726422
0,0,0.4058511
0,0,0.031211402
0,0,0.00581609
1,1,0.45177978
0,0,0.0040011387
1,0,0.20948385
0,0,0.014458083
1,0,0.73582625
0,0,0.021373115
0,0,0.0030962022
1,1,0.13397247
0,0,0.09735756
0,0,0.04066414
0,0,0.0012829938
0,0,0.0011214339
0,0,0.020828873
1,1,0.91043836
1,1,0.99163204
0,0,0.06467386
1,1,0.69068503
1,0,0.038918376
0,0,0.0061268564
0,0,0.0020517157
1,1,0.95602
1,1,0.9775423
0,0,0.022508042
0,0,0.0062848167
0,0,0.008701607
0,0,0.000175215
0,1,0.49413398
1,1,0.61571455
0,0,0.00015726297
0,0,6.34758e-05
0,0,0.511483
0,0,0.0015676335
1,0,0.09506015
1,1,0.54619545
1,1,0.93017536
0,0,0.007977871
0,0,0.026038807
0,0,0.0004139243
1,0,0.41315034
0,0,0.047248594
0,0,0.044773884
1,1,0.91977555
0,0,0.022113465
1,1,0.8496481
0,0,0.45569378
1,1,0.9616719
1,1,0.7771108
1,1,0.73413175
0,0,0.017179236
0,0,0.07525509
0,0,0.01025434
0,0,0.011749594
0,0,0.0064612944
0,0,0.006497944
0,0,0.020623878
0,1,0.4713395
0,1,0.55309314
1,1,0.97349256
0,0,0.0073337085
1,1,0.72216576
0,1,0.6690389
0,0,0.29744714
0,0,0.044590205
0,0,0.0011694513
1,1,0.630395
0,0,0.0027987156
0,0,0.098682195
0,1,0.9200971
0,0,0.20144007
0,0,0.005752935
0,1,0.41628122
1,1,0.940708
0,1,0.89687574
0,0,0.01292711
0,0,0.0008945074
0,0,0.23003432
1,1,0.35367495
0,0,0.039557718
0,0,0.0021831454
1,0,0.046247616
0,0,0.2318132
0,0,0.604445
0,1,0.52766436
0,0,0.08106483
1,1,0.6805406
0,0,0.8603254
0,0,0.0015216187
0,0,0.67737365
0,0,0.44671714
0,0,0.12245434
0,0,0.004262317
1,1,0.88488334
0,0,0.111890584
0,0,0.00043034964
0,0,0.21724527
0,0,0.0108436495
1,0,0.19628777
1,1,0.8461589
0,0,0.0009790905
1,1,0.9417222
0,0,0.009627394
0,1,0.67744195
1,1,0.33644098
0,0,0.052624658
0,1,0.5544175
0,0,0.059545953
0,0,0.013784477
1,1,0.59296083
0,1,0.63752735
0,1,0.6599778
0,1,0.90369153
1,1,0.62697065
0,0,0.017083451
0,1,0.408666
0,1,0.14958496
1,1,0.7401322
0,0,0.030374046
1,1,0.6899164
0,0,0.004116469
1,1,0.25800246
0,0,0.005067407
0,0,0.07195795
0,1,0.85333
0,1,0.35184216
0,0,0.0039054148
1,0,0.16694477
0,0,0.006722288
0,0,0.026580576
0,0,0.14871714
0,0,0.14234225
1,1,0.8742656
0,0,0.0006137257
0,0,0.0023235495
0,1,0.5829337
0,0,0.06165138
0,0,0.3256314
0,1,0.6785306
1,0,0.014440298
0,0,0.007525147
0,0,0.0010165055
0,0,0.0125089865
0,0,0.01600087
1,1,0.7406479
0,1,0.110394396
1,0,0.4487405
0,0,0.13647318
1,1,0.8150714
0,0,0.5900558
0,0,0.0023282752
0,0,0.0022106846
0,0,0.0039113704
0,0,0.07406907
0,0,0.47245634
0,0,0.1368934
0,0,0.030207342
1,0,0.2386713
0,1,0.98801804
0,0,0.5398279
0,0,0.1031387
0,0,0.0068625133
0,1,0.58777285
0,0,0.025975464
0,0,0.05664154
0,0,0.051969655
0,0,0.004829669
1,0,0.009215303
1,0,0.35749784
0,0,0.04845617
0,0,0.39581898
0,0,0.09993616
0,0,0.28410038
0,0,0.008218108
0,0,0.061587464
0,0,0.75514156
0,0,0.0028200464
0,0,0.013429803
1,1,0.74162227
0,1,0.16288708
0,0,0.017916145
0,0,0.32335234
1,1,0.35929555
0,0,0.14906311
0,0,0.009455761
0,1,0.47400668
1,0,0.41293305
0,0,0.001011221
0,0,0.0031748053
0,0,0.0012785954
0,0,0.00416042
0,1,0.39580646
0,0,0.015006711
0,0,0.24181794
0,0,0.0019419731
0,0,0.0005965755
1,0,0.26314378
1,1,0.8469319
0,1,0.63860804
0,0,0.00094437297
0,0,0.32820925
0,0,0.0016813386
1,1,0.83840907
1,1,0.44721392
0,0,0.23302114
0,0,0.006897655
0,0,0.015964372
0,0,0.0021745814
0,0,0.1450877
0,0,0.0014842948
0,0,0.00029968863
1,0,0.070546634
0,0,0.016204743
0,0,0.0010565539
1,1,0.8329342
0,0,0.027432568
1,1,0.9605071
0,0,0.004841604
1,1,0.8501165
0,0,0.002034328
0,0,0.8161664
1,0,0.8082974
1,1,0.9857167
0,0,0.0060186475
0,0,0.0013379712
0,0,0.047437593
0,0,0.004395255
0,0,0.0014017371
0,0,0.05136784
1,1,0.77532035
0,0,0.03764804
0,1,0.5015258
1,1,0.4303069
0,0,0.009794632
0,1,0.6275868
0,0,0.038755335
0,0,0.009833314
0,0,0.12604989
0,0,0.22830209
0,0,0.010131707
0,0,0.21973687
0,0,0.020951003
0,0,0.0020204575
0,1,0.2550194
0,0,0.01712029
1,0,0.16296431
0,0,0.2949857
0,0,0.0048254267
0,1,0.027682018
0,0,0.0012369362
0,0,0.03760495
0,1,0.8550313
0,0,0.10464327
0,0,0.021937713
0,0,0.0021763057
0,0,0.059265483
0,0,0.001112812
0,0,0.043990236
1,1,0.8696782
0,1,0.3437707
1,1,0.6945516
1,1,0.56751376
0,0,0.059047066
0,0,0.0006467988
0,0,0.19303702
0,0,0.07577936
1,1,0.6153438
1,1,0.38437024
1,1,0.60344064
0,1,0.07665785
0,0,0.0003471993
1,0,0.037462015
0,0,0.039257355
0,0,0.0954261
0,1,0.5875352
0,0,0.01057426
1,0,0.56038004
0,0,0.06505616
1,1,0.23123139
1,1,0.6522253
0,0,0.00026665756
0,1,0.5328802
1,1,0.62340254
1,1,0.8775098
0,0,0.000533964
0,0,0.0028458661
0,0,0.0072421613
0,0,0.7841296
0,0,0.18834314
0,0,0.067321494
1,0,0.07812244
1,1,0.8003789
0,0,0.0023318601
0,0,0.0038990725
0,0,0.17663236
0,0,0.025381649
0,0,0.05763918
1,1,0.8220291
0,0,0.12817587
0,0,0.098053366
1,1,0.68132377
0,0,0.5125804
0,1,0.44976953
0,1,0.9073507
0,0,0.00061325356
1,1,0.96401566
1,1,0.7107134
0,0,0.0008443547
1,1,0.8631288
0,0,0.10515084
1,1,0.44373256
0,1,0.3834034
0,0,0.049130246
0,0,0.0041769985
0,0,0.04786504
0,1,0.6228427
0,0,0.04122064
1,1,0.47254887
1,1,0.30786502
0,1,0.65735376
0,0,0.0010757939
1,0,0.0035129553
0,0,0.007337268
1,1,0.37448195
0,0,0.37922832
0,0,0.03393102
0,0,0.003920348
0,0,0.64118725
0,0,0.06194806
0,1,0.88537586
0,0,0.009449411
1,1,0.18195993
0,1,0.83530563
0,0,0.0006613926
0,1,0.7663094
1,1,0.9721575
0,1,0.7771177
0,0,0.10905196
0,0,0.026459731
0,1,0.09870347
1,0,0.8770653
1,1,0.5583189
0,0,0.30968237
0,0,0.33101067
0,0,0.41362092
0,0,0.1093568
1,1,0.8719647
0,0,0.12478544
1,0,0.49929053
0,1,0.94832295
0,0,0.40019122
0,0,0.04052862
0,0,0.022144822
0,1,0.76641524
0,1,0.41984284
1,1,0.97367316
0,0,0.0012289083
0,0,0.00029920644
1,1,0.3436139
1,1,0.89020765
0,0,0.0023306257
0,0,0.008128233
0,1,0.42284608
1,1,0.46344805
0,0,0.16730767
0,0,0.021919494
0,0,0.065328814
1,0,0.051223855
0,0,0.37675667
0,0,0.0010565539
0,0,0.0096494695
0,1,0.7181039
0,0,0.0004952812
0,1,0.6822648
0,0,0.013357328
1,0,0.84813774
0,0,0.6547282
0,0,0.21107864
1,0,0.08468725
0,0,0.000852189
0,1,0.74162227
0,0,0.04706593
1,1,0.5491079
1,1,0.37901196
1,1,0.9310859
0,0,0.009337478
0,0,0.086313665
0,0,0.027721876
0,0,0.12661149
0,0,0.1084447
0,0,0.0025142985
0,0,0.0005864635
1,1,0.9615442
1,1,0.77917016
0,0,0.013269804
0,0,0.0027917456
0,0,0.23226461
1,1,0.56404126
1,1,0.94790334
0,0,0.3417432
0,0,0.087483235
0,0,0.02314735
1,1,0.5457902
1,1,0.45627284
1,0,0.12113119
0,0,0.057603177
1,1,0.7730305
0,0,0.022374824
0,0,0.1412014
0,0,0.32585034
0,0,0.029511329
